# P	count	tag	form
0.03	4	ADJ	далеко
0.01	1	NOUN	далеко
1.00	9	NOUN	село
1.00	20	ADP	Около
1.00	57	NOUN	сотни
1.00	48	NOUN	километров
1.00	18	ADV	отсюда
1.00	11	VERB	Кажется
1.00	32	NUM	сто
1.00	7	NUM	двенадцать
1.00	9	ADV	Туда
1.00	80	ADV	никак
1.00	2	VERB	смогу
1.00	90	VERB	сказала
1.00	675	ADP	со
1.00	2	ADJ	свойственной
1.00	17	NOUN	большинству
1.00	1	NOUN	несговорчивостью
1.00	198	ADV	нельзя
1.00	11	ADV	где-нибудь
1.00	6	ADV	поближе
1.00	7	ADJ	согласна
1.00	12	VERB	ездить
1.00	2	NOUN	вечерами
0.66	557	AUX	быть
0.34	288	VERB	быть
0.24	33	ADV	дома
0.76	106	NOUN	дома
0.95	37	PART	разве
0.03	1	ADV	разве
0.03	1	SCONJ	разве
1.00	33	VERB	понимаю
1.00	4	VERB	улыбнулся
1.00	2	VERB	Представляю
1.00	10	DET	ваше
1.00	113	NOUN	положение
1.00	207	DET	свое
1.00	455	PART	тоже
1.00	10	NOUN	отцом
1.00	1	VERB	намучился
0.94	341	PRON	Что
0.06	20	SCONJ	Что
0.00	1	PART	Что
1.00	10	ADV	нисколько
1.00	1	VERB	мучаюсь
1.00	29	VERB	появится
1.00	15	ADJ	Трудно
1.00	219	VERB	сказать
1.00	1	VERB	Зайдите
1.00	93	ADV	снова
0.95	549	NOUN	раз
0.04	24	SCONJ	раз
0.01	4	ADV	раз
1.00	4	ADJ	сильном
1.00	3	NOUN	возбуждении
1.00	1	VERB	мяла
1.00	2	NOUN	кулаке
1.00	1	ADJ	кружевной
1.00	1	NOUN	платочек
1.00	24	DET	моим
1.00	12	NOUN	товарищ
1.00	17	VERB	спросила
1.00	24	ADV	сознательно
1.00	3	VERB	называя
1.00	74	NOUN	имени
1.00	2	NOUN	отчеству
0.64	54	ADV	Пока
0.36	30	SCONJ	Пока
1.00	170	ADP	Кроме
1.00	1	ADV	тактично
1.00	6	VERB	обращая
1.00	53	NOUN	внимания
1.00	6	NOUN	тон
1.00	4	DET	Ваша
1.00	1	ADP	передо
1.00	34	PRON	мной
1.00	1	VERB	печатала
1.00	19	NOUN	приказ
1.00	5	NOUN	назначении
1.00	19	NOUN	техника
1.00	35	ADJ	городской
1.00	6	NOUN	узел
1.00	9	NOUN	вакансии
0.73	33	ADV	вероятно
0.27	12	ADJ	вероятно
0.87	969	VERB	есть
0.13	148	AUX	есть
0.00	1	INTJ	есть
1.00	60	VERB	говорили
1.00	1	NOUN	неправду
1.00	1	DET	Какой-нибудь
1.00	68	NOUN	руководитель
1.00	25	NOUN	учреждения
1.00	74	NOUN	ответ
1.00	2	NOUN	выпад
1.00	209	ADV	быстро
0.00	1	ADJ	быстро
1.00	17	VERB	призвал
1.00	1	NOUN	посетителя
1.00	9	NOUN	порядку
0.47	346	CCONJ	ни
0.53	386	PART	ни
1.00	7	VERB	кричать
1.00	1	VERB	браниться
1.00	16	VERB	встал
1.00	248	DET	своего
1.00	5	NOUN	стула
0.67	2	ADV	сдержанно
0.33	1	ADJ	сдержанно
1.00	2	VERB	догадываюсь
1.00	12	VERB	встала
1.00	1	ADJ	Бледные
1.00	9	NOUN	щеки
1.00	3	VERB	покрылись
1.00	2	NOUN	пятнами
1.00	7	PRON	Вас
1.00	8	VERB	пугает
1.00	1090	ADP	при
1.00	1	NOUN	оккупация
0.71	12	VERB	сел
0.29	5	NOUN	сел
1.00	7	VERB	поправил
1.00	1	NOUN	стопку
1.00	1	NOUN	папок
1.00	3	ADJ	письменном
1.00	31	ADJ	полный
1.00	2	ADJ	блестящий
1.00	68	NOUN	порядок
1.00	3	VERB	оказывался
1.00	1	ADJ	неочиненный
1.00	2	NOUN	карандаш
1.00	1	ADJ	неполная
1.00	1	NOUN	чернильница
1.00	4	VERB	вызывал
1.00	3	NOUN	секретаршу
1.00	25	VERB	делал
0.73	8	ADJ	соответствующее
0.27	3	VERB	соответствующее
1.00	1	NOUN	внушение
0.63	84	PART	Нет
0.37	50	VERB	Нет
1.00	1	VERB	разрешите
1.00	1	VERB	объясню
1.00	1	VERB	унималась
1.00	27	DET	Наш
1.00	238	ADJ	самом
1.00	135	NOUN	начале
1.00	4	VERB	эвакуировался
1.00	1	PROPN	Пятигорск
1.00	1	VERB	осажденного
1.00	10	PROPN	Ленинграда
1.00	1	PROPN	Пятигорске
1.00	1286	PRON	мы
1.00	13	VERB	продолжали
0.99	98	ADV	Потом
0.01	1	PROPN	Потом
1.00	21	NOUN	фронт
1.00	1	VERB	пододвинулся
1.00	651	PRON	нас
1.00	155	NOUN	дня
1.00	10	VERB	обещали
1.00	1	VERB	перевезти
1.00	1	ADJ	Среднюю
1.00	5	PROPN	Азию
1.00	20	VERB	успели
1.00	9	NOUN	Ребята
1.00	2	ADJ	посмелей
1.00	9	VERB	уехали
1.00	1	NOUN	крышах
1.00	1	NOUN	подножках
1.00	94	VERB	могла
1.00	7	NOUN	вокзале
1.00	10	NOUN	билетов
1.00	8	VERB	достать
1.00	8	ADJ	чужие
1.00	3	NOUN	эшелоны
1.00	5	VERB	пускали
1.00	43	VERB	пошли
1.00	7	ADV	пешком
1.00	1	VERB	окружили
1.00	49	ADV	Очень
1.00	14	ADJ	тяжелое
1.00	12	VERB	Помню
1.00	28	VERB	помню
1.00	9	VERB	вздохнул
0.95	39	PRON	Меня
0.05	2	PROPN	Меня
1.00	122	ADJ	самого
1.00	2	PROPN	Крыма
1.00	22	ADJ	последнюю
1.00	4	VERB	вывезли
1.00	3	NOUN	папки
1.00	3	VERB	вывезти
1.00	76	NOUN	центра
1.00	3	ADV	Немедленно
1.00	4	VERB	выехать
1.00	175	PART	уж
1.00	16	VERB	мечтал
1.00	6	VERB	связаться
1.00	4	NOUN	партизанами
1.00	1	NOUN	натура
1.00	23	NOUN	детства
1.00	2	ADJ	партизанская
1.00	23	VERB	вышло
1.00	18	VERB	хотела
1.00	22	VERB	знала
1.00	660	ADV	где
1.00	1265	PRON	они
1.00	1	VERB	помещаются
1.00	19	DET	Какая
1.00	1	NOUN	партизанка
0.97	109	ADV	долго
0.03	3	ADJ	долго
1.00	69	NOUN	немцев
1.00	12	NUM	Пять
1.00	69	NOUN	месяцев
1.00	8	VERB	Пришлось
1.00	146	VERB	работать
1.00	1	NOUN	учительницей
1.00	4	PRON	чем-нибудь
1.00	118	VERB	жить
1.00	3	ADJ	виновата
1.00	27	VERB	пошла
1.00	5	NOUN	партизаны
1.00	170	ADV	Сейчас
1.00	93	DET	любой
1.00	147	VERB	стала
1.00	12	ADJ	технической
0.36	119	PRON	Все
0.60	196	DET	Все
0.04	14	PART	Все
0.88	108	ADJ	равно
0.12	15	ADV	равно
1.00	28	VERB	берут
1.00	2	NOUN	Перестраховщики
1.00	1	NOUN	перестраховщики
0.94	128	VERB	Есть
0.06	8	AUX	Есть
1.00	8	NOUN	указание
1.00	12	ADJ	высшим
1.00	20	NOUN	образованием
1.00	127	VERB	имеют
0.98	110	NOUN	права
0.02	2	ADJ	права
1.00	24	VERB	держать
0.75	3	ADJ	рядовой
0.25	1	NOUN	рядовой
1.00	116	NOUN	работе
1.00	1	VERB	улыбайтесь
1.00	8	ADJ	правильное
1.00	24	PRON	Нас
1.00	10	VERB	учили
1.00	2	VERB	тратили
1.00	338	NOUN	деньги
1.00	276	ADJ	должны
1.00	30	ADJ	полную
1.00	114	NOUN	силу
1.00	99	ADP	Между
0.95	21	PRON	прочим
0.05	1	ADJ	прочим
1.00	1	VERB	доучивалась
1.00	1	NOUN	дирекция
1.00	6	ADJ	узкую
0.96	48	VERB	дали
0.04	2	NOUN	дали
1.00	9	NOUN	специальность
1.00	10	VERB	пыталась
1.00	1	VERB	переменить
1.00	22	ADV	Недавно
1.00	2	VERB	подавала
1.00	33	NOUN	заявление
1.00	71	ADJ	иностранных
1.00	29	NOUN	языков
1.00	33	VERB	сказали
1.00	33	ADJ	высшее
1.00	138	NOUN	образование
1.00	175	ADV	поэтому
0.99	75	AUX	будем
0.01	1	VERB	будем
1.00	31	VERB	рассматривать
1.00	23	VERB	останутся
1.00	123	NOUN	места
1.00	26	ADJ	Другие
1.00	65	VERB	хотят
1.00	128	VERB	иметь
1.00	212	VERB	делать
0.10	10	PART	прямо
0.90	92	ADV	прямо
1.00	82	VERB	знаю
0.71	12	ADJ	Лучше
0.29	5	ADV	Лучше
1.00	116	NOUN	руки
1.00	61	NOUN	ноги
1.00	27	ADV	куда-то
1.00	28	NOUN	пространство
1.00	90	ADV	туда
1.00	23	VERB	ехать
1.00	2	ADJ	Веселое
1.00	5	ADV	терпеливо
1.00	88	ADV	сначала
1.00	7	NOUN	поезде
1.00	3	NOUN	автобусом
1.00	82	ADP	От
1.00	1	ADJ	автобусной
1.00	45	NOUN	станции
1.00	8	NOUN	километра
1.00	278	NUM	три
0.56	288	ADV	больше
0.35	180	NUM	больше
0.09	49	ADJ	больше
1.00	132	VERB	следует
1.00	74	NOUN	виду
1.00	3	NOUN	автобусы
1.00	24	NOUN	зимой
1.00	27	VERB	ходят
1.00	1	ADV	нерегулярно
1.00	201	ADV	особенно
1.00	2	ADJ	снежных
1.00	2	NOUN	заносов
1.00	6	NOUN	билеты
1.00	28	NOUN	поезд
1.00	190	DET	свой
1.00	183	NOUN	счет
1.00	13	NOUN	транспорт
1.00	13	ADJ	нормальный
1.00	88	NOUN	поводу
1.00	28	NOUN	жилья
1.00	1	ADJ	утешительного
1.00	5	ADJ	Единственная
1.00	230	NOUN	возможность
1.00	24	VERB	снять
1.00	3	ADJ	частную
1.00	31	NOUN	квартиру
1.00	44	VERB	вышел
1.00	1	VERB	попрощался
1.00	51	VERB	предложил
1.00	28	DET	всякий
1.00	73	NOUN	случай
1.00	178	NUM	две
1.00	68	NOUN	недели
1.00	2	ADJ	радостная
1.00	10	NOUN	губы
1.00	10	VERB	Знаете
0.37	777	PRON	все
0.19	404	PART	все
0.44	913	DET	все
1.00	1	VERB	устроилось
1.00	1	VERB	поздоровавшись
1.00	19	NOUN	Директор
1.00	3	ADJ	кирпичного
1.00	39	NOUN	завода
1.00	52	DET	моей
1.00	9	NOUN	просьбе
1.00	5	VERB	перевел
1.00	6	NOUN	маму
1.00	26	ADJ	вторую
1.00	29	NOUN	смену
1.00	6	NOUN	утрам
1.00	332	PRON	нам
0.84	929	AUX	будет
0.16	181	VERB	будет
1.00	9	VERB	приходить
1.00	16	NOUN	девушка
1.00	2	ADJ	дальняя
1.00	2	NOUN	родственница
1.00	14	VERB	приехала
1.00	15	NOUN	деревни
0.62	8	AUX	Будет
0.38	5	VERB	Будет
1.00	18	VERB	готовить
1.00	13	NOUN	обед
1.00	1	VERB	убираться
1.00	2	NOUN	воскресеньям
1.00	4	VERB	стану
1.00	3	VERB	приезжать
1.00	50	ADV	домой
0.38	3	ADJ	Правильно
0.62	5	ADV	Правильно
1.00	3	VERB	устроились
1.00	4	VERB	поеду
1.00	8	INTJ	Ах
1.00	3	VERB	опустил
1.00	107	NOUN	глаза
1.00	4	VERB	Видите
1.00	9	VERB	тянуть
1.00	108	ADV	столько
1.00	346	NOUN	времени
1.00	3	NOUN	штаты
1.00	13	VERB	поднялась
1.00	2	VERB	оглядываться
0.15	17	ADV	вокруг
0.85	98	ADP	вокруг
1.00	136	ADV	вдруг
1.00	1	VERB	отвернувшись
1.00	5	VERB	закрыла
1.00	39	NOUN	руками
1.00	2	VERB	выбежала
1.00	463	ADP	между
1.00	85	VERB	пришлось
1.00	7	VERB	закрывать
0.84	21	ADV	Больше
0.16	4	NUM	Больше
1.00	6	VERB	приходила
1.00	12	VERB	обратил
1.00	8	ADJ	особенного
1.00	84	ADV	постепенно
1.00	21	VERB	забыл
1.00	1	ADJ	докучливой
1.00	1	NOUN	посетительнице
1.00	1	VERB	наводя
1.00	5	VERB	наткнулся
1.00	1	ADJ	коротенькую
1.00	1	VERB	Пробежав
1.00	48	NOUN	глазами
1.00	3	NOUN	строчки
1.00	1	ADJ	смешными
1.00	1	NOUN	буквах
1.00	11	NOUN	женщину
1.00	1	NOUN	перьями
1.00	10	VERB	задумался
1.00	36	VERB	случилось
1.00	466	ADV	сейчас
1.00	92	VERB	Может
1.00	1	VERB	устроилась
1.00	22	ADV	Вряд
1.00	9	NOUN	справки
1.00	17	NOUN	характеристики
1.00	313	ADV	здесь
1.00	225	PRON	нее
1.00	3	ADJ	узкая
1.00	6	VERB	отправилась
1.00	6	VERB	жаловаться
1.00	3	VERB	добралась
1.00	63	NOUN	министра
1.00	29	VERB	ожидать
1.00	2	ADJ	строгого
1.00	3	NOUN	запроса
1.00	438	NOUN	людей
1.00	1	VERB	вникающих
1.00	41	NOUN	суть
1.00	39	DET	каком
1.00	21	NOUN	основании
1.00	1	VERB	зачисляется
1.00	15	ADJ	Сами
1.00	40	ADV	мол
1.00	5	VERB	пишете
1.00	49	VERB	хватает
1.00	72	NOUN	специалисты
1.00	1	VERB	обивают
1.00	16	DET	ваши
1.00	1	NOUN	пороги
1.00	29	VERB	ответить
1.00	13	NOUN	запрос
1.00	20	VERB	вызвал
1.00	4	VERB	разбирая
1.00	1	VERB	поинтересовался
1.00	1	VERB	записывалась
1.00	13	NOUN	прием
1.00	1	ADJ	худенькая
1.00	19	NOUN	фамилии
1.00	4	NOUN	списках
1.00	1	VERB	вспомнился
1.00	4	ADJ	давний
1.00	8	NOUN	женщиной
1.00	203	PRON	которую
1.00	18	VERB	принимали
1.00	21	NOUN	муж
1.00	87	VERB	оказался
1.00	1	ADJ	замешанным
1.00	21	DET	какую-то
1.00	1	ADJ	непонятную
1.00	10	VERB	арестован
1.00	13	NOUN	Женщина
1.00	5	VERB	написала
1.00	1	NOUN	мытарствах
1.00	166	ADV	куда
1.00	2	VERB	бросилась
1.00	9	NOUN	реку
0.66	238	SCONJ	хотя
0.34	122	PART	хотя
1.00	21	VERB	произошел
1.00	335	ADV	много
1.00	795	NOUN	лет
1.00	21	VERB	оставить
1.00	6	NOUN	следа
1.00	1	ADJ	впечатлительной
1.00	3	NOUN	натуре
1.00	2	VERB	нервничать
0.65	75	ADJ	прошлом
0.35	41	NOUN	прошлом
1.00	5	VERB	приезжали
1.00	91	NOUN	представители
1.00	62	VERB	появились
1.00	12	ADJ	красные
1.00	1	NOUN	пятнышки
1.00	1	NOUN	неизвестностью
1.00	7	VERB	приказал
1.00	9	VERB	послать
1.00	2	VERB	пользующегося
1.00	1	NOUN	доверием
1.00	5	NOUN	сотрудника
1.00	1	VERB	посоветовавшись
1.00	2	VERB	спохватился
1.00	8	VERB	отменил
1.00	136	ADP	Во
1.00	80	NOUN	случаях
1.00	6	NOUN	посещение
1.00	3	VERB	выглядело
1.00	11	ADJ	странным
1.00	29	ADJ	меньшей
1.00	176	NOUN	мере
1.00	1	ADJ	несолидным
1.00	59	ADV	Наконец
1.00	66	VERB	решил
1.00	47	VERB	думать
1.00	4	VERB	дожидаться
1.00	4	ADJ	душевного
1.00	6	NOUN	равновесия
1.00	1	ADJ	смутная
1.00	6	NOUN	тревога
1.00	32	DET	каждым
1.00	41	NOUN	днем
1.00	8	VERB	звучала
0.67	2	ADV	сильней
0.33	1	ADJ	сильней
1.00	1	ADJ	отзывчивом
1.00	39	NOUN	сердце
1.00	1	VERB	стучать
1.00	2	NOUN	кулаком
1.00	9	NOUN	столу
1.00	1	VERB	пометить
1.00	13	ADJ	важной
1.00	15	NOUN	бумаге
1.00	231	PRON	чего
1.00	130	ADV	раньше
1.00	182	ADV	никогда
1.00	3	VERB	случалось
1.00	33	ADV	Однажды
1.00	3	VERB	возвращаясь
1.00	15	NOUN	заседания
1.00	3	VERB	подъехал
1.00	11	VERB	велел
1.00	2	NOUN	шоферу
1.00	6	VERB	дождаться
1.00	4	NOUN	углом
1.00	15	VERB	подошел
1.00	11	NOUN	дому
1.00	37	NOUN	номер
0.69	25	VERB	Был
0.31	11	AUX	Был
1.00	8	ADJ	темный
1.00	1	ADJ	сентябрьский
1.00	7	NOUN	вечер
1.00	1	ADJ	Уличный
1.00	5	NOUN	фонарь
1.00	1	VERB	освещал
1.00	3	ADJ	бревенчатые
1.00	24	NOUN	стены
1.00	1	ADJ	одноэтажного
1.00	3	NOUN	домика
1.00	1	VERB	выщербленный
1.00	2	ADJ	кирпичный
1.00	8	NOUN	фундамент
1.00	1	VERB	шелушащиеся
1.00	29	ADJ	старой
1.00	10	NOUN	краски
1.00	1	NOUN	ставни
1.00	6	ADJ	железный
1.00	1	VERB	скрипящий
1.00	5	NOUN	ветру
1.00	1	NOUN	навес
1.00	3	NOUN	крыльца
1.00	1	ADJ	неровные
1.00	1	NOUN	створки
1.00	2	ADJ	парадной
1.00	1	NOUN	щелью
1.00	12	NOUN	писем
1.00	1	VERB	заткнутой
1.00	2	NOUN	тряпками
1.00	15	NOUN	стен
1.00	2	VERB	болтались
1.00	1	NOUN	бечевки
1.00	136	PRON	которым
1.00	35	ADV	когда-то
1.00	2	VERB	вился
1.00	1	NOUN	хмель
0.77	10	ADP	Вокруг
0.23	3	ADV	Вокруг
0.82	9	ADV	густо
0.18	2	ADJ	густо
1.00	9	VERB	росла
1.00	1	NOUN	крапива
1.00	1	ADJ	желтоватые
1.00	1	VERB	поблекшие
1.00	1	NOUN	прутья
1.00	2	VERB	пробивались
1.00	2	NOUN	ступенями
0.50	8	ADV	Очевидно
0.50	8	ADJ	Очевидно
1.00	2	ADJ	парадная
1.00	36	NOUN	дверь
1.00	1	VERB	заколочена
1.00	48	NOUN	жители
1.00	21	VERB	ходили
1.00	18	NOUN	двор
1.00	4	ADJ	черным
1.00	18	NOUN	ходом
1.00	19	NUM	Три
1.00	5	NOUN	домике
0.88	28	ADV	ярко
0.12	4	ADJ	ярко
1.00	1	VERB	освещены
1.00	229	NUM	двух
1.00	471	PRON	которых
1.00	35	VERB	говорила
1.00	64	NOUN	света
1.00	2	ADJ	Черные
1.00	17	NOUN	стекла
0.75	3	ADV	мрачно
0.25	1	ADJ	мрачно
1.00	12	VERB	смотрели
1.00	2	ADV	Долго
1.00	3	ADJ	пустынной
1.00	2	NOUN	холоде
1.00	5	VERB	размышляя
1.00	152	NUM	сколько
1.00	24	ADJ	мелких
1.00	1	NOUN	случайностей
1.00	11	VERB	мешают
1.00	18	ADJ	нормальной
1.00	8	VERB	руководить
1.00	56	ADJ	большим
1.00	2	NOUN	коллективом
1.00	5	NOUN	выдержки
1.00	49	VERB	требуется
1.00	25	NOUN	руководителя
1.00	1	ADV	зябко
1.00	1	VERB	поежился
1.00	54	VERB	пошел
1.00	19	NOUN	машине
1.00	12	NOUN	Утром
1.00	11	VERB	поднялся
1.00	10	ADJ	головной
1.00	9	NOUN	болью
1.00	1	VERB	позавтракав
1.00	9	VERB	поехал
1.00	321	ADP	К
1.00	40	DET	своему
1.00	5	NOUN	удивлению
1.00	64	VERB	увидел
1.00	3	VERB	просила
1.00	8	VERB	включить
1.00	9	NOUN	фамилию
1.00	51	NOUN	список
1.00	17	ADJ	сегодняшнего
1.00	18	NOUN	приема
1.00	11	VERB	выглядела
1.00	1	ADJ	смелой
1.00	1	ADJ	решительной
1.00	19	NOUN	лице
1.00	17	VERB	играл
1.00	5	ADJ	свежий
1.00	33	ADJ	молодой
1.00	1	NOUN	румянец
1.00	19	DET	Какой
1.00	2	VERB	воскликнул
1.00	1	VERB	переносивший
1.00	1	NOUN	формализмы
1.00	1	VERB	Пойдемте
1.00	1	VERB	пойдемте
1.00	11	VERB	взяв
1.00	15	VERB	ввел
1.00	101	DET	своими
1.00	6	NOUN	документами
1.00	1	VERB	отстраняясь
1.00	1	VERB	Устроились
1.00	1	VERB	Устроилась
1.00	21	NOUN	секрет
1.00	28	VERB	узнал
1.00	13	DET	моем
1.00	37	NOUN	положении
1.00	2	VERB	прислал
1.00	46	NOUN	письмо
1.00	1	VERB	Обещает
0.98	57	ADJ	первое
0.02	1	NOUN	первое
1.00	16	NOUN	комнату
1.00	4	NOUN	общежитии
1.00	325	NOUN	год
1.00	39	PART	ж
1.00	4	ADJ	счастливого
1.00	173	NOUN	пути
0.67	2	ADV	искренно
0.33	1	ADJ	искренно
1.00	3	VERB	радуясь
1.00	1	VERB	придерживал
1.00	2	VERB	заходили
1.00	89	NOUN	городе
1.00	4	VERB	ездила
1.00	4	VERB	копать
1.00	6	NOUN	картошку
1.00	2	VERB	угораздило
1.00	7	VERB	послали
1.00	4	VERB	поехала
1.00	92	ADP	вместо
1.00	70	ADV	Кстати
1.00	3	NUM	семьдесят
1.00	14	VERB	видела
1.00	4	VERB	творится
1.00	1	NOUN	Монтеры
1.00	1	VERB	торгуют
